Order ID,Product,Quantity Ordered,Price Each,Order Date,Purchase Address
152245,LG Washing Machine,1,600.0,02/05/19 09:42,"790 Adams St, Portland, ME 04101"
152246,Flatscreen TV,1,300,02/14/19 19:07,"28 Hill St, Dallas, TX 75001"
152247,27in 4K Gaming Monitor,1,389.99,02/08/19 10:34,"586 Park St, Portland, OR 97035"
152248,Lightning Charging Cable,1,14.95,02/26/19 11:14,"362 1st St, Boston, MA 02215"
152249,34in Ultrawide Monitor,1,379.99,02/11/19 12:01,"324 Main St, Los Angeles, CA 90001"
152250,Flatscreen TV,1,300,02/25/19 10:33,"584 1st St, San Francisco, CA 94016"
152251,AAA Batteries (4-pack),2,2.99,02/24/19 23:37,"682 North St, Los Angeles, CA 90001"
152252,Google Phone,1,600,02/08/19 10:56,"895 13th St, San Francisco, CA 94016"
152253,Wired Headphones,1,11.99,02/24/19 16:08,"678 10th St, New York City, NY 10001"
152254,AA Batteries (4-pack),2,3.84,02/04/19 12:09,"885 10th St, Atlanta, GA 30301"
152255,AAA Batteries (4-pack),2,2.99,02/14/19 21:23,"840 Jefferson St, Boston, MA 02215"
152256,Apple Airpods Headphones,1,150,02/26/19 21:19,"501 Forest St, San Francisco, CA 94016"
152257,AAA Batteries (4-pack),1,2.99,02/15/19 22:26,"268 Jefferson St, Austin, TX 73301"
152258,Wired Headphones,1,11.99,02/21/19 09:56,"494 Highland St, New York City, NY 10001"
152259,USB-C Charging Cable,1,11.95,02/26/19 20:39,"171 2nd St, San Francisco, CA 94016"
152260,AAA Batteries (4-pack),2,2.99,02/16/19 11:45,"503 Willow St, New York City, NY 10001"
152261,AAA Batteries (4-pack),3,2.99,02/02/19 13:12,"31 Walnut St, Los Angeles, CA 90001"
152262,Flatscreen TV,1,300,02/01/19 10:06,"113 13th St, Austin, TX 73301"
152263,AA Batteries (4-pack),1,3.84,02/05/19 15:32,"885 Church St, Austin, TX 73301"
152264,27in FHD Monitor,1,149.99,02/03/19 08:25,"15 Meadow St, Los Angeles, CA 90001"
152265,Wired Headphones,1,11.99,02/03/19 18:28,"307 Dogwood St, Los Angeles, CA 90001"
152266,AA Batteries (4-pack),1,3.84,02/17/19 19:06,"152 Church St, New York City, NY 10001"
152267,AAA Batteries (4-pack),1,2.99,02/23/19 14:55,"123 Lincoln St, Los Angeles, CA 90001"
152268,34in Ultrawide Monitor,1,379.99,02/25/19 19:29,"83 14th St, Los Angeles, CA 90001"
152269,Flatscreen TV,1,300,02/26/19 22:40,"75 North St, San Francisco, CA 94016"
152270,USB-C Charging Cable,1,11.95,02/14/19 10:39,"810 Maple St, Seattle, WA 98101"
152271,iPhone,1,700,02/04/19 06:28,"217 Lakeview St, Atlanta, GA 30301"
152272,Bose SoundSport Headphones,1,99.99,02/06/19 18:30,"892 Adams St, San Francisco, CA 94016"
152273,ThinkPad Laptop,1,999.99,02/08/19 09:44,"716 Cedar St, San Francisco, CA 94016"
152274,Apple Airpods Headphones,1,150,02/20/19 14:32,"253 Willow St, Atlanta, GA 30301"
152275,Lightning Charging Cable,1,14.95,02/21/19 16:13,"985 Hickory St, Portland, OR 97035"
152276,USB-C Charging Cable,1,11.95,02/05/19 20:56,"430 Maple St, Seattle, WA 98101"
152277,27in FHD Monitor,1,149.99,02/23/19 00:55,"804 5th St, San Francisco, CA 94016"
152278,34in Ultrawide Monitor,1,379.99,02/12/19 15:31,"2 Pine St, Boston, MA 02215"
152279,Apple Airpods Headphones,1,150,02/18/19 13:37,"953 Chestnut St, Boston, MA 02215"
152280,Wired Headphones,1,11.99,02/06/19 20:23,"851 River St, Los Angeles, CA 90001"
152281,Wired Headphones,1,11.99,02/07/19 23:10,"631 13th St, New York City, NY 10001"
152282,Wired Headphones,1,11.99,02/17/19 20:36,"131 Meadow St, Boston, MA 02215"
152283,Wired Headphones,1,11.99,02/23/19 09:14,"367 Willow St, Boston, MA 02215"
152284,USB-C Charging Cable,1,11.95,02/19/19 22:21,"894 Cedar St, New York City, NY 10001"
152285,AA Batteries (4-pack),1,3.84,02/02/19 23:36,"208 14th St, Los Angeles, CA 90001"
152286,AAA Batteries (4-pack),1,2.99,02/27/19 19:44,"731 West St, Portland, ME 04101"
152287,iPhone,1,700,02/24/19 16:42,"845 Lake St, Dallas, TX 75001"
152288,AA Batteries (4-pack),1,3.84,02/15/19 16:22,"660 Willow St, Atlanta, GA 30301"
152289,AAA Batteries (4-pack),1,2.99,02/17/19 23:06,"984 4th St, San Francisco, CA 94016"
152290,20in Monitor,1,109.99,02/18/19 11:57,"824 Hickory St, San Francisco, CA 94016"
152291,Apple Airpods Headphones,1,150,02/09/19 15:56,"923 Adams St, Portland, OR 97035"
152292,Lightning Charging Cable,1,14.95,02/23/19 13:50,"466 1st St, Dallas, TX 75001"
152293,iPhone,1,700,02/01/19 14:34,"596 West St, San Francisco, CA 94016"
152293,Lightning Charging Cable,1,14.95,02/01/19 14:34,"596 West St, San Francisco, CA 94016"
152293,Apple Airpods Headphones,1,150,02/01/19 14:34,"596 West St, San Francisco, CA 94016"
152294,Lightning Charging Cable,1,14.95,02/01/19 20:28,"342 Walnut St, San Francisco, CA 94016"
152295,Bose SoundSport Headphones,1,99.99,02/01/19 10:23,"305 14th St, San Francisco, CA 94016"
152296,AA Batteries (4-pack),1,3.84,02/27/19 15:44,"890 Chestnut St, Portland, OR 97035"
152297,Flatscreen TV,1,300,02/15/19 10:36,"619 Lincoln St, Los Angeles, CA 90001"
152298,20in Monitor,1,109.99,02/06/19 12:30,"79 2nd St, Portland, ME 04101"
152299,AA Batteries (4-pack),1,3.84,02/02/19 13:15,"454 6th St, New York City, NY 10001"
152300,Wired Headphones,1,11.99,02/08/19 13:18,"3 11th St, San Francisco, CA 94016"
152301,Macbook Pro Laptop,1,1700,02/12/19 10:01,"705 Spruce St, Los Angeles, CA 90001"
152302,27in FHD Monitor,1,149.99,02/09/19 10:28,"40 Cherry St, Boston, MA 02215"
152303,USB-C Charging Cable,1,11.95,02/03/19 18:48,"684 2nd St, New York City, NY 10001"
152304,AA Batteries (4-pack),1,3.84,02/13/19 22:28,"579 Cherry St, Boston, MA 02215"
152305,Lightning Charging Cable,1,14.95,02/10/19 00:26,"671 Wilson St, Portland, OR 97035"
152306,27in FHD Monitor,1,149.99,02/11/19 20:57,"140 8th St, Los Angeles, CA 90001"
152307,Flatscreen TV,1,300,02/03/19 11:14,"595 9th St, Boston, MA 02215"
152308,34in Ultrawide Monitor,1,379.99,02/20/19 12:30,"641 Jackson St, Los Angeles, CA 90001"
152309,Lightning Charging Cable,1,14.95,02/18/19 14:47,"134 Adams St, Los Angeles, CA 90001"
152310,AA Batteries (4-pack),1,3.84,02/21/19 22:35,"688 9th St, New York City, NY 10001"
152311,Bose SoundSport Headphones,1,99.99,02/01/19 23:26,"265 4th St, Dallas, TX 75001"
152312,Wired Headphones,2,11.99,02/24/19 07:23,"280 Cedar St, San Francisco, CA 94016"
152313,USB-C Charging Cable,1,11.95,02/10/19 11:51,"400 West St, Los Angeles, CA 90001"
152314,27in FHD Monitor,1,149.99,02/25/19 14:20,"200 North St, San Francisco, CA 94016"
152315,AA Batteries (4-pack),1,3.84,02/08/19 15:15,"935 Forest St, Atlanta, GA 30301"
152316,27in 4K Gaming Monitor,1,389.99,02/13/19 09:06,"412 Chestnut St, Atlanta, GA 30301"
152317,USB-C Charging Cable,1,11.95,02/26/19 10:22,"164 Hickory St, New York City, NY 10001"
Order ID,Product,Quantity Ordered,Price Each,Order Date,Purchase Address
152318,AA Batteries (4-pack),1,3.84,02/04/19 13:50,"701 5th St, Los Angeles, CA 90001"
152319,Bose SoundSport Headphones,1,99.99,02/17/19 16:06,"707 Church St, Los Angeles, CA 90001"
152320,Wired Headphones,1,11.99,02/22/19 16:35,"272 Ridge St, Portland, OR 97035"
152321,AA Batteries (4-pack),2,3.84,02/05/19 18:25,"385 Adams St, San Francisco, CA 94016"
152322,Bose SoundSport Headphones,1,99.99,02/02/19 15:35,"499 11th St, Portland, OR 97035"
152323,Google Phone,1,600,02/24/19 08:09,"927 Ridge St, Dallas, TX 75001"
152324,Lightning Charging Cable,1,14.95,02/02/19 08:08,"452 Walnut St, Los Angeles, CA 90001"
152325,Lightning Charging Cable,1,14.95,02/07/19 01:02,"613 5th St, Los Angeles, CA 90001"
152326,USB-C Charging Cable,1,11.95,02/22/19 11:51,"136 South St, San Francisco, CA 94016"
152327,Lightning Charging Cable,1,14.95,02/03/19 19:58,"523 Johnson St, Portland, OR 97035"
152328,Macbook Pro Laptop,1,1700,02/10/19 11:26,"579 Sunset St, San Francisco, CA 94016"
152329,Lightning Charging Cable,1,14.95,02/12/19 07:44,"731 Spruce St, Atlanta, GA 30301"
152330,Bose SoundSport Headphones,1,99.99,02/25/19 18:53,"827 Dogwood St, Los Angeles, CA 90001"
152330,Bose SoundSport Headphones,1,99.99,02/25/19 18:53,"827 Dogwood St, Los Angeles, CA 90001"
152331,AAA Batteries (4-pack),1,2.99,02/07/19 18:22,"370 Sunset St, Boston, MA 02215"
152332,AAA Batteries (4-pack),2,2.99,02/07/19 07:25,"178 Adams St, Boston, MA 02215"
152333,Wired Headphones,1,11.99,02/20/19 11:06,"936 6th St, San Francisco, CA 94016"
152334,Bose SoundSport Headphones,1,99.99,02/17/19 18:42,"451 River St, New York City, NY 10001"
152335,AA Batteries (4-pack),1,3.84,02/24/19 21:57,"122 8th St, Dallas, TX 75001"
152336,Lightning Charging Cable,1,14.95,02/13/19 20:01,"245 Main St, Los Angeles, CA 90001"
152337,Apple Airpods Headphones,1,150,02/22/19 07:55,"483 Lincoln St, New York City, NY 10001"
152338,AA Batteries (4-pack),1,3.84,02/27/19 11:00,"111 Jackson St, San Francisco, CA 94016"
152339,AA Batteries (4-pack),1,3.84,02/10/19 09:29,"852 Pine St, Seattle, WA 98101"
152340,Apple Airpods Headphones,1,150,02/23/19 01:09,"370 8th St, Boston, MA 02215"
152341,Bose SoundSport Headphones,1,99.99,02/20/19 06:58,"795 Washington St, Portland, ME 04101"
152342,Lightning Charging Cable,1,14.95,02/20/19 14:40,"299 Adams St, Los Angeles, CA 90001"
152343,AAA Batteries (4-pack),1,2.99,02/05/19 14:51,"224 Spruce St, New York City, NY 10001"
152344,AAA Batteries (4-pack),1,2.99,02/06/19 01:58,"152 Cedar St, San Francisco, CA 94016"
152345,AAA Batteries (4-pack),1,2.99,02/27/19 12:29,"138 11th St, Boston, MA 02215"
152346,Wired Headphones,1,11.99,02/13/19 19:02,"497 Main St, San Francisco, CA 94016"
152347,Wired Headphones,1,11.99,02/05/19 14:35,"899 9th St, Portland, OR 97035"
152348,AAA Batteries (4-pack),1,2.99,02/13/19 17:51,"770 Walnut St, San Francisco, CA 94016"
152349,AA Batteries (4-pack),1,3.84,02/13/19 23:23,"997 Cherry St, Los Angeles, CA 90001"
152350,27in 4K Gaming Monitor,1,389.99,02/02/19 11:34,"378 Church St, Austin, TX 73301"
152351,AAA Batteries (4-pack),1,2.99,02/02/19 17:17,"338 Park St, Seattle, WA 98101"
152352,iPhone,1,700,02/20/19 10:00,"825 13th St, New York City, NY 10001"
152353,AAA Batteries (4-pack),2,2.99,02/18/19 20:44,"712 Church St, San Francisco, CA 94016"
152354,AAA Batteries (4-pack),2,2.99,02/16/19 08:56,"321 Lincoln St, Atlanta, GA 30301"
152355,Apple Airpods Headphones,1,150,02/14/19 20:26,"546 Cherry St, Seattle, WA 98101"
152356,Lightning Charging Cable,1,14.95,02/06/19 06:42,"178 Jackson St, Portland, ME 04101"
152357,27in 4K Gaming Monitor,1,389.99,02/20/19 15:39,"213 Johnson St, San Francisco, CA 94016"
152358,Lightning Charging Cable,1,14.95,02/05/19 09:37,"864 Lake St, Portland, OR 97035"
152358,Apple Airpods Headphones,1,150,02/05/19 09:37,"864 Lake St, Portland, OR 97035"
152359,27in FHD Monitor,1,149.99,02/16/19 14:58,"616 Sunset St, Austin, TX 73301"
152360,Macbook Pro Laptop,1,1700,02/14/19 13:35,"634 6th St, Los Angeles, CA 90001"
152361,Flatscreen TV,1,300,02/13/19 15:37,"994 12th St, Austin, TX 73301"
152362,ThinkPad Laptop,1,999.99,02/03/19 22:04,"48 South St, New York City, NY 10001"
152363,Macbook Pro Laptop,1,1700,02/27/19 09:46,"307 Lake St, Seattle, WA 98101"
152364,iPhone,1,700,02/05/19 11:24,"669 West St, Austin, TX 73301"
152365,27in 4K Gaming Monitor,1,389.99,02/06/19 11:07,"339 7th St, Los Angeles, CA 90001"
152366,AAA Batteries (4-pack),1,2.99,02/07/19 10:20,"70 Church St, Dallas, TX 75001"
152367,Wired Headphones,1,11.99,02/06/19 11:53,"961 10th St, Los Angeles, CA 90001"
152368,Wired Headphones,2,11.99,02/26/19 12:54,"89 Forest St, New York City, NY 10001"
152369,USB-C Charging Cable,1,11.95,02/25/19 07:15,"966 Dogwood St, San Francisco, CA 94016"
152370,Apple Airpods Headphones,1,150,02/27/19 18:00,"648 10th St, Los Angeles, CA 90001"
152371,Macbook Pro Laptop,1,1700,02/10/19 21:42,"24 Highland St, Portland, OR 97035"
152372,USB-C Charging Cable,2,11.95,02/26/19 11:09,"594 7th St, San Francisco, CA 94016"
152373,Lightning Charging Cable,1,14.95,02/03/19 10:46,"66 South St, Seattle, WA 98101"
152374,Wired Headphones,1,11.99,02/06/19 16:11,"45 Elm St, Dallas, TX 75001"
152375,USB-C Charging Cable,1,11.95,02/23/19 21:31,"846 Church St, New York City, NY 10001"
152376,27in FHD Monitor,1,149.99,02/17/19 15:47,"907 4th St, New York City, NY 10001"
152377,Bose SoundSport Headphones,1,99.99,02/13/19 10:42,"358 Sunset St, San Francisco, CA 94016"
152378,AA Batteries (4-pack),4,3.84,02/05/19 09:21,"847 Center St, Portland, OR 97035"
152379,Lightning Charging Cable,1,14.95,02/12/19 22:38,"564 Jackson St, San Francisco, CA 94016"
152380,USB-C Charging Cable,1,11.95,02/07/19 00:34,"296 8th St, Portland, OR 97035"
152381,AAA Batteries (4-pack),1,2.99,02/25/19 20:04,"257 14th St, Los Angeles, CA 90001"
152382,AA Batteries (4-pack),2,3.84,02/16/19 11:20,"6 Park St, New York City, NY 10001"
152383,Apple Airpods Headphones,1,150,02/11/19 09:37,"552 Center St, New York City, NY 10001"
,,,,,
152384,Bose SoundSport Headphones,1,99.99,02/18/19 08:03,"390 1st St, Atlanta, GA 30301"
152385,AAA Batteries (4-pack),3,2.99,02/17/19 08:03,"690 Lincoln St, Seattle, WA 98101"
152386,27in 4K Gaming Monitor,1,389.99,02/26/19 21:09,"107 Lake St, New York City, NY 10001"
152387,AA Batteries (4-pack),1,3.84,02/06/19 08:33,"863 6th St, Austin, TX 73301"
152388,Flatscreen TV,1,300,02/18/19 20:07,"763 6th St, Boston, MA 02215"
152389,USB-C Charging Cable,2,11.95,02/04/19 21:26,"327 9th St, Portland, ME 04101"
152390,USB-C Charging Cable,1,11.95,02/20/19 11:59,"221 Sunset St, San Francisco, CA 94016"
152391,AA Batteries (4-pack),1,3.84,02/13/19 15:41,"973 South St, San Francisco, CA 94016"
152392,ThinkPad Laptop,1,999.99,02/08/19 21:17,"530 9th St, San Francisco, CA 94016"
152393,Wired Headphones,1,11.99,02/10/19 01:53,"579 7th St, Seattle, WA 98101"
152394,USB-C Charging Cable,1,11.95,02/12/19 08:45,"503 Willow St, Seattle, WA 98101"
152395,USB-C Charging Cable,1,11.95,02/17/19 23:53,"38 8th St, Austin, TX 73301"
152396,USB-C Charging Cable,1,11.95,02/07/19 11:22,"668 6th St, Dallas, TX 75001"
152397,USB-C Charging Cable,1,11.95,02/17/19 14:48,"328 Meadow St, San Francisco, CA 94016"
152398,Lightning Charging Cable,2,14.95,02/11/19 01:20,"244 Madison St, San Francisco, CA 94016"
152399,USB-C Charging Cable,1,11.95,02/16/19 15:09,"370 Hill St, Boston, MA 02215"
152400,Macbook Pro Laptop,1,1700,02/10/19 15:17,"971 Wilson St, Los Angeles, CA 90001"
152401,Google Phone,1,600,02/08/19 20:39,"203 Highland St, Austin, TX 73301"
152402,AA Batteries (4-pack),1,3.84,02/19/19 09:58,"201 10th St, Atlanta, GA 30301"
152403,AAA Batteries (4-pack),1,2.99,02/26/19 22:16,"662 Hill St, Los Angeles, CA 90001"
152404,27in FHD Monitor,1,149.99,02/19/19 17:58,"150 Highland St, New York City, NY 10001"
152405,Bose SoundSport Headphones,1,99.99,02/09/19 13:03,"85 Meadow St, Boston, MA 02215"
152406,USB-C Charging Cable,1,11.95,02/06/19 13:12,"835 Center St, San Francisco, CA 94016"
152407,USB-C Charging Cable,1,11.95,02/03/19 21:47,"582 Chestnut St, New York City, NY 10001"
152408,AAA Batteries (4-pack),1,2.99,02/24/19 12:28,"32 Ridge St, Los Angeles, CA 90001"
152409,AAA Batteries (4-pack),2,2.99,02/15/19 17:48,"962 Ridge St, San Francisco, CA 94016"
152410,27in 4K Gaming Monitor,1,389.99,02/06/19 23:36,"345 Meadow St, Seattle, WA 98101"
152411,AAA Batteries (4-pack),2,2.99,02/20/19 19:05,"970 Spruce St, New York City, NY 10001"
152412,Bose SoundSport Headphones,1,99.99,02/22/19 16:29,"286 6th St, Dallas, TX 75001"
152413,Wired Headphones,1,11.99,02/26/19 02:54,"524 Cedar St, San Francisco, CA 94016"
152414,AAA Batteries (4-pack),1,2.99,02/12/19 06:26,"408 River St, Dallas, TX 75001"
152415,AA Batteries (4-pack),1,3.84,02/04/19 11:08,"294 Cherry St, Dallas, TX 75001"
152416,AA Batteries (4-pack),1,3.84,02/10/19 19:51,"643 Main St, New York City, NY 10001"
152417,Wired Headphones,1,11.99,02/05/19 08:45,"661 Sunset St, Los Angeles, CA 90001"
152418,34in Ultrawide Monitor,1,379.99,02/01/19 10:24,"835 Johnson St, San Francisco, CA 94016"
152419,27in FHD Monitor,1,149.99,02/20/19 13:17,"66 Washington St, San Francisco, CA 94016"
152420,Flatscreen TV,1,300,02/09/19 14:01,"237 Sunset St, Seattle, WA 98101"
152421,AAA Batteries (4-pack),2,2.99,02/06/19 13:15,"700 Sunset St, Boston, MA 02215"
152422,USB-C Charging Cable,1,11.95,02/02/19 19:23,"725 1st St, Seattle, WA 98101"
152423,Wired Headphones,1,11.99,02/17/19 11:59,"367 9th St, Los Angeles, CA 90001"
152424,Apple Airpods Headphones,1,150,02/08/19 08:35,"892 Chestnut St, Boston, MA 02215"
152424,AA Batteries (4-pack),1,3.84,02/08/19 08:35,"892 Chestnut St, Boston, MA 02215"
152425,20in Monitor,1,109.99,02/26/19 20:40,"222 Hickory St, San Francisco, CA 94016"
152426,AAA Batteries (4-pack),4,2.99,02/16/19 08:15,"83 11th St, Atlanta, GA 30301"
152427,USB-C Charging Cable,1,11.95,02/26/19 20:29,"284 Park St, New York City, NY 10001"
152428,Google Phone,1,600,02/09/19 08:49,"998 Forest St, Atlanta, GA 30301"
152429,AA Batteries (4-pack),3,3.84,02/22/19 14:41,"494 Cherry St, Seattle, WA 98101"
152430,Flatscreen TV,1,300,02/08/19 04:12,"518 Spruce St, New York City, NY 10001"
152431,Apple Airpods Headphones,1,150,02/18/19 19:35,"669 Pine St, San Francisco, CA 94016"
152432,Wired Headphones,1,11.99,02/16/19 02:24,"563 Chestnut St, Boston, MA 02215"
152433,20in Monitor,1,109.99,02/16/19 12:13,"71 Maple St, Los Angeles, CA 90001"
152434,AA Batteries (4-pack),2,3.84,02/01/19 17:31,"501 Park St, Seattle, WA 98101"
152435,27in FHD Monitor,1,149.99,02/18/19 09:39,"387 Hill St, Seattle, WA 98101"
,,,,,
152436,USB-C Charging Cable,1,11.95,02/15/19 16:12,"18 West St, San Francisco, CA 94016"
152437,ThinkPad Laptop,1,999.99,02/18/19 01:48,"444 Park St, Dallas, TX 75001"
152438,Wired Headphones,1,11.99,02/12/19 18:52,"647 Cherry St, New York City, NY 10001"
152439,Lightning Charging Cable,1,14.95,02/26/19 10:00,"509 Dogwood St, San Francisco, CA 94016"
152440,USB-C Charging Cable,1,11.95,02/14/19 10:24,"608 Main St, New York City, NY 10001"
152441,AA Batteries (4-pack),2,3.84,02/17/19 15:01,"180 Meadow St, San Francisco, CA 94016"
152442,34in Ultrawide Monitor,1,379.99,02/19/19 17:57,"881 Pine St, Los Angeles, CA 90001"
152443,AAA Batteries (4-pack),1,2.99,02/13/19 18:02,"341 7th St, New York City, NY 10001"
152444,34in Ultrawide Monitor,1,379.99,02/17/19 15:18,"639 Wilson St, Seattle, WA 98101"
152445,AA Batteries (4-pack),2,3.84,02/04/19 20:54,"595 South St, Los Angeles, CA 90001"
152446,AAA Batteries (4-pack),1,2.99,02/17/19 20:38,"519 13th St, Boston, MA 02215"
152447,Apple Airpods Headphones,1,150,02/12/19 13:47,"895 4th St, Atlanta, GA 30301"
152448,Wired Headphones,1,11.99,02/25/19 12:53,"24 1st St, Los Angeles, CA 90001"
152449,AA Batteries (4-pack),1,3.84,02/25/19 15:33,"78 Elm St, San Francisco, CA 94016"
152450,Lightning Charging Cable,2,14.95,02/10/19 03:41,"406 9th St, New York City, NY 10001"
152451,AAA Batteries (4-pack),1,2.99,02/26/19 14:17,"704 1st St, Dallas, TX 75001"
152452,USB-C Charging Cable,1,11.95,02/14/19 10:01,"711 Hill St, San Francisco, CA 94016"
152453,AA Batteries (4-pack),1,3.84,02/01/19 21:43,"180 Hickory St, Boston, MA 02215"
152454,Bose SoundSport Headphones,1,99.99,02/05/19 13:42,"497 Maple St, Atlanta, GA 30301"
152455,AAA Batteries (4-pack),2,2.99,02/28/19 16:32,"530 Lakeview St, San Francisco, CA 94016"
152456,Bose SoundSport Headphones,1,99.99,02/21/19 22:51,"357 Wilson St, Portland, OR 97035"
152457,Apple Airpods Headphones,1,150,02/12/19 14:49,"594 Hickory St, Portland, ME 04101"
Order ID,Product,Quantity Ordered,Price Each,Order Date,Purchase Address
152458,Flatscreen TV,1,300,02/17/19 20:33,"233 Elm St, Los Angeles, CA 90001"
152459,Lightning Charging Cable,1,14.95,02/15/19 10:22,"768 Walnut St, Boston, MA 02215"
152460,Vareebadd Phone,1,400,02/04/19 21:54,"363 Madison St, Atlanta, GA 30301"
152460,USB-C Charging Cable,1,11.95,02/04/19 21:54,"363 Madison St, Atlanta, GA 30301"
152461,Macbook Pro Laptop,1,1700,02/09/19 15:14,"313 Hickory St, Portland, OR 97035"
152462,20in Monitor,1,109.99,02/25/19 12:27,"562 Jackson St, San Francisco, CA 94016"
152463,Apple Airpods Headphones,1,150,02/13/19 21:14,"190 Lincoln St, Portland, OR 97035"
152464,AA Batteries (4-pack),1,3.84,02/25/19 16:54,"254 13th St, San Francisco, CA 94016"
152465,USB-C Charging Cable,1,11.95,02/26/19 21:34,"409 Lakeview St, San Francisco, CA 94016"
152466,AAA Batteries (4-pack),3,2.99,02/07/19 10:28,"936 Hickory St, Dallas, TX 75001"
152467,Apple Airpods Headphones,1,150,02/26/19 17:18,"669 13th St, Boston, MA 02215"
152468,USB-C Charging Cable,1,11.95,02/23/19 21:03,"987 Adams St, Atlanta, GA 30301"
152469,Apple Airpods Headphones,1,150,02/27/19 15:01,"934 Park St, Portland, OR 97035"
152470,AA Batteries (4-pack),1,3.84,02/05/19 13:06,"687 Sunset St, San Francisco, CA 94016"
152471,Flatscreen TV,1,300,02/08/19 00:59,"923 Chestnut St, Los Angeles, CA 90001"
152472,Wired Headphones,1,11.99,02/26/19 18:38,"891 13th St, Atlanta, GA 30301"
152472,AA Batteries (4-pack),1,3.84,02/26/19 18:38,"891 13th St, Atlanta, GA 30301"
152473,AA Batteries (4-pack),1,3.84,02/20/19 11:59,"118 Walnut St, Atlanta, GA 30301"
152474,Wired Headphones,2,11.99,02/11/19 21:02,"304 2nd St, San Francisco, CA 94016"
152475,USB-C Charging Cable,1,11.95,02/11/19 07:09,"957 Madison St, San Francisco, CA 94016"
152476,USB-C Charging Cable,1,11.95,02/10/19 18:55,"183 Hill St, Dallas, TX 75001"
152477,AAA Batteries (4-pack),1,2.99,02/25/19 10:14,"390 Forest St, San Francisco, CA 94016"
152478,Wired Headphones,1,11.99,02/10/19 09:39,"165 Ridge St, Boston, MA 02215"
152479,AA Batteries (4-pack),2,3.84,02/15/19 13:45,"83 12th St, Austin, TX 73301"
152480,27in FHD Monitor,1,149.99,02/05/19 17:34,"90 Lincoln St, Los Angeles, CA 90001"
152481,Apple Airpods Headphones,1,150,02/16/19 01:56,"411 9th St, Dallas, TX 75001"
152482,AA Batteries (4-pack),1,3.84,02/04/19 23:19,"585 Lincoln St, Seattle, WA 98101"
152483,AAA Batteries (4-pack),2,2.99,02/05/19 09:04,"387 13th St, San Francisco, CA 94016"
152484,AA Batteries (4-pack),1,3.84,02/28/19 12:31,"909 Lincoln St, Los Angeles, CA 90001"
152485,Lightning Charging Cable,1,14.95,02/17/19 18:28,"438 13th St, Austin, TX 73301"
152486,Apple Airpods Headphones,1,150,02/22/19 19:51,"118 Park St, Portland, OR 97035"
152487,Wired Headphones,1,11.99,02/20/19 13:32,"876 14th St, Boston, MA 02215"
152488,USB-C Charging Cable,1,11.95,02/15/19 06:31,"286 Meadow St, San Francisco, CA 94016"
152489,Bose SoundSport Headphones,1,99.99,02/15/19 23:12,"655 11th St, Dallas, TX 75001"
152490,Bose SoundSport Headphones,1,99.99,02/25/19 08:05,"701 South St, New York City, NY 10001"
152491,Macbook Pro Laptop,1,1700,02/01/19 19:15,"328 Park St, Seattle, WA 98101"
152492,AA Batteries (4-pack),1,3.84,02/08/19 09:45,"854 11th St, San Francisco, CA 94016"
152493,Apple Airpods Headphones,1,150,02/25/19 00:04,"818 7th St, Los Angeles, CA 90001"
152494,AA Batteries (4-pack),3,3.84,02/20/19 21:31,"223 West St, San Francisco, CA 94016"
152495,Vareebadd Phone,1,400,02/26/19 14:41,"302 Hickory St, San Francisco, CA 94016"
152496,Flatscreen TV,1,300,02/25/19 09:40,"151 West St, Boston, MA 02215"
152497,27in 4K Gaming Monitor,1,389.99,02/22/19 12:03,"123 1st St, San Francisco, CA 94016"
152498,USB-C Charging Cable,1,11.95,02/07/19 20:40,"780 12th St, San Francisco, CA 94016"
152499,AAA Batteries (4-pack),1,2.99,02/10/19 01:45,"243 6th St, San Francisco, CA 94016"
152500,ThinkPad Laptop,1,999.99,02/09/19 13:11,"668 Forest St, San Francisco, CA 94016"
152501,Vareebadd Phone,1,400,02/20/19 06:41,"260 Pine St, Atlanta, GA 30301"
152502,Google Phone,1,600,02/12/19 21:51,"690 Jackson St, Boston, MA 02215"
152503,Flatscreen TV,1,300,02/14/19 16:08,"310 Meadow St, Seattle, WA 98101"
152504,Apple Airpods Headphones,1,150,02/22/19 08:49,"570 Madison St, New York City, NY 10001"
152505,20in Monitor,1,109.99,02/07/19 23:24,"508 8th St, Seattle, WA 98101"
152506,20in Monitor,1,109.99,02/22/19 15:08,"247 9th St, Los Angeles, CA 90001"
152507,USB-C Charging Cable,1,11.95,02/09/19 08:57,"718 Hickory St, San Francisco, CA 94016"
152508,Lightning Charging Cable,1,14.95,02/12/19 14:17,"513 Wilson St, Los Angeles, CA 90001"
152509,Flatscreen TV,1,300,02/19/19 14:17,"295 Jackson St, Atlanta, GA 30301"
152510,Bose SoundSport Headphones,1,99.99,02/20/19 21:39,"913 Wilson St, New York City, NY 10001"
152511,USB-C Charging Cable,1,11.95,02/25/19 16:46,"132 5th St, New York City, NY 10001"
152512,Apple Airpods Headphones,1,150,02/04/19 21:05,"746 Forest St, Boston, MA 02215"
152513,34in Ultrawide Monitor,1,379.99,02/18/19 19:40,"40 Sunset St, Austin, TX 73301"
152514,USB-C Charging Cable,1,11.95,02/09/19 16:12,"247 Meadow St, Los Angeles, CA 90001"
152515,AAA Batteries (4-pack),1,2.99,02/06/19 20:54,"641 5th St, Boston, MA 02215"
